,Timestamp,id,lat,long,LastName,FirstName,CarID,CurrentEmploymentType,CurrentEmploymentTitle,time_delta_seconds,timestamp_salida,time_delta_minutes,weekend,workable_hour,workable_move,hour,moment_of_day,dates
418861,2014-01-15 08:11:12,23,36.04802196,24.87957659,Lagos,Varja,23.0,Security,Badging Office,13609.0,2014-01-15 11:58:01,226.81666666666666,False,True,True,8,Morning,2014-01-15
418972,2014-01-15 12:00:05,23,36.05197704,24.8708008,Lagos,Varja,23.0,Security,Badging Office,5396.0,2014-01-15 13:30:01,89.93333333333334,False,True,True,12,Morning,2014-01-15
419083,2014-01-15 13:32:05,23,36.04803097,24.87956922,Lagos,Varja,23.0,Security,Badging Office,12716.0,2014-01-15 17:04:01,211.93333333333334,False,True,True,13,Afternoon,2014-01-15
419256,2014-01-15 17:08:16,23,36.05845776,24.901020199999998,Lagos,Varja,23.0,Security,Badging Office,5865.0,2014-01-15 18:46:01,97.75,False,True,True,17,Afternoon,2014-01-15
419285,2014-01-15 18:46:58,23,36.05578147,24.90257,Lagos,Varja,23.0,Security,Badging Office,4383.0,2014-01-15 20:00:01,73.05,False,True,True,18,Afternoon,2014-01-15
419318,2014-01-15 20:00:58,23,36.05845196,24.90105181,Lagos,Varja,23.0,Security,Badging Office,40143.0,2014-01-16 07:10:01,669.05,False,True,True,20,Evening,2014-01-15
419394,2014-01-16 07:12:23,23,36.05407211,24.90119586,Lagos,Varja,23.0,Security,Badging Office,1778.0,2014-01-16 07:42:01,29.633333333333333,False,True,True,7,Morning,2014-01-16
419637,2014-01-16 07:47:12,23,36.04802132,24.87957271,Lagos,Varja,23.0,Security,Badging Office,15469.0,2014-01-16 12:05:01,257.81666666666666,False,True,True,7,Morning,2014-01-16
419791,2014-01-16 12:08:23,23,36.05444955,24.89987471,Lagos,Varja,23.0,Security,Badging Office,4898.0,2014-01-16 13:30:01,81.63333333333334,False,True,True,12,Morning,2014-01-16
419940,2014-01-16 13:33:23,23,36.04803138,24.87957355,Lagos,Varja,23.0,Security,Badging Office,13538.0,2014-01-16 17:19:01,225.63333333333333,False,True,True,13,Afternoon,2014-01-16
420112,2014-01-16 17:23:16,23,36.05853239,24.901011800000003,Lagos,Varja,23.0,Security,Badging Office,2685.0,2014-01-16 18:08:01,44.75,False,True,True,17,Afternoon,2014-01-16
420140,2014-01-16 18:08:58,23,36.05574368,24.90258254,Lagos,Varja,23.0,Security,Badging Office,3663.0,2014-01-16 19:10:01,61.05,False,True,True,18,Afternoon,2014-01-16
420167,2014-01-16 19:10:58,23,36.05843671,24.90107693,Lagos,Varja,23.0,Security,Badging Office,45723.0,2014-01-17 07:53:01,762.05,False,True,True,19,Evening,2014-01-16
420240,2014-01-17 07:55:23,23,36.05409771,24.90122211,Lagos,Varja,23.0,Security,Badging Office,578.0,2014-01-17 08:05:01,9.633333333333333,False,True,True,7,Morning,2014-01-17
420476,2014-01-17 08:10:12,23,36.04802589,24.87956623,Lagos,Varja,23.0,Security,Badging Office,15049.0,2014-01-17 12:21:01,250.81666666666666,False,True,True,8,Morning,2014-01-17
420651,2014-01-17 12:24:42,23,36.05573633,24.90249387,Lagos,Varja,23.0,Security,Badging Office,3799.0,2014-01-17 13:28:01,63.31666666666667,False,True,True,12,Morning,2014-01-17
420806,2014-01-17 13:31:42,23,36.04802101,24.8795758,Lagos,Varja,23.0,Security,Badging Office,13219.0,2014-01-17 17:12:01,220.31666666666666,False,True,True,13,Afternoon,2014-01-17
420977,2014-01-17 17:16:16,23,36.05845894,24.90108161,Lagos,Varja,23.0,Security,Badging Office,5925.0,2014-01-17 18:55:01,98.75,False,True,True,17,Afternoon,2014-01-17
421007,2014-01-17 18:55:58,23,36.05583682,24.90256449,Lagos,Varja,23.0,Security,Badging Office,4983.0,2014-01-17 20:19:01,83.05,False,True,True,18,Afternoon,2014-01-17
421036,2014-01-17 20:22:01,23,36.058480100000004,24.90106432,Lagos,Varja,23.0,Security,Badging Office,58920.0,2014-01-18 12:44:01,982.0,False,True,True,20,Evening,2014-01-17
421067,2014-01-18 12:45:07,23,36.05444548,24.89991925,Lagos,Varja,23.0,Security,Badging Office,2994.0,2014-01-18 13:35:01,49.9,True,True,False,12,Morning,2014-01-18
421514,2014-01-18 13:48:01,23,36.0658657,24.84978642,Lagos,Varja,23.0,Security,Badging Office,5160.0,2014-01-18 15:14:01,86.0,True,True,False,13,Afternoon,2014-01-18
421896,2014-01-18 15:24:38,23,36.05848194,24.90106843,Lagos,Varja,23.0,Security,Badging Office,10283.0,2014-01-18 18:16:01,171.38333333333333,True,True,False,15,Afternoon,2014-01-18
421925,2014-01-18 18:16:58,23,36.0557936,24.9025349,Lagos,Varja,23.0,Security,Badging Office,3363.0,2014-01-18 19:13:01,56.05,True,True,False,18,Afternoon,2014-01-18
421957,2014-01-18 19:13:57,23,36.05842331,24.90110187,Lagos,Varja,23.0,Security,Badging Office,544.0,2014-01-18 19:23:01,9.066666666666666,True,True,False,19,Evening,2014-01-18
421958,2014-01-18 19:23:01,23,36.05850979,24.90105793,Lagos,Varja,23.0,Security,Badging Office,62820.0,2014-01-19 12:50:01,1047.0,True,True,False,19,Evening,2014-01-18
422241,2014-01-19 12:57:01,23,36.05192541,24.87078866,Lagos,Varja,23.0,Security,Badging Office,1920.0,2014-01-19 13:29:01,32.0,True,True,False,12,Morning,2014-01-19
422519,2014-01-19 13:35:29,23,36.0549329,24.90177447,Lagos,Varja,23.0,Security,Badging Office,1232.0,2014-01-19 13:56:01,20.533333333333335,True,True,False,13,Afternoon,2014-01-19
422520,2014-01-19 13:56:01,23,36.05495641,24.90176782,Lagos,Varja,23.0,Security,Badging Office,5760.0,2014-01-19 15:32:01,96.0,True,True,False,13,Afternoon,2014-01-19
422552,2014-01-19 15:33:09,23,36.05845285,24.90106477,Lagos,Varja,23.0,Security,Badging Office,352.0,2014-01-19 15:39:01,5.866666666666666,True,True,False,15,Afternoon,2014-01-19
422553,2014-01-19 15:39:01,23,36.05847532,24.90106253,Lagos,Varja,23.0,Security,Badging Office,9420.0,2014-01-19 18:16:01,157.0,True,True,False,15,Afternoon,2014-01-19
422582,2014-01-19 18:16:58,23,36.05573737,24.9024859,Lagos,Varja,23.0,Security,Badging Office,5343.0,2014-01-19 19:46:01,89.05,True,True,False,18,Afternoon,2014-01-19
422748,2014-01-06 07:44:53,24,36.05405606,24.9011923,Mies,Minke,24.0,Security,Perimeter Control,1328.0,2014-01-06 08:07:01,22.133333333333333,False,True,True,7,Morning,2014-01-06
422973,2014-01-06 08:12:12,24,36.04803081,24.8795655,Mies,Minke,24.0,Security,Perimeter Control,15109.0,2014-01-06 12:24:01,251.81666666666666,False,True,True,8,Morning,2014-01-06
423316,2014-01-06 12:32:26,24,36.06583202,24.85237628,Mies,Minke,24.0,Security,Perimeter Control,5195.0,2014-01-06 13:59:01,86.58333333333333,False,True,True,12,Morning,2014-01-06
423659,2014-01-06 14:07:26,24,36.04802307,24.87957015,Mies,Minke,24.0,Security,Perimeter Control,12695.0,2014-01-06 17:39:01,211.58333333333334,False,True,True,14,Afternoon,2014-01-06
423902,2014-01-06 17:44:38,24,36.062473600000004,24.89881769,Mies,Minke,24.0,Security,Perimeter Control,3323.0,2014-01-06 18:40:01,55.38333333333333,False,True,True,17,Afternoon,2014-01-06
424266,2014-01-06 18:49:03,24,36.07524082,24.85631656,Mies,Minke,24.0,Security,Perimeter Control,8098.0,2014-01-06 21:04:01,134.96666666666667,False,True,True,18,Afternoon,2014-01-06
424630,2014-01-06 21:15:01,24,36.06251128,24.89887937,Mies,Minke,24.0,Security,Perimeter Control,36360.0,2014-01-07 07:21:01,606.0,False,False,False,21,Evening,2014-01-06
424770,2014-01-07 07:25:49,24,36.05413698,24.90111033,Mies,Minke,24.0,Security,Perimeter Control,192.0,2014-01-07 07:29:01,3.2,False,True,True,7,Morning,2014-01-07
424771,2014-01-07 07:29:01,24,36.05410463,24.90119876,Mies,Minke,24.0,Security,Perimeter Control,1980.0,2014-01-07 08:02:01,33.0,False,True,True,7,Morning,2014-01-07
424996,2014-01-07 08:07:12,24,36.04802618,24.87956776,Mies,Minke,24.0,Security,Perimeter Control,10969.0,2014-01-07 11:10:01,182.81666666666666,False,True,True,8,Morning,2014-01-07
425148,2014-01-07 11:13:17,24,36.05023212,24.90043013,Mies,Minke,24.0,Security,Perimeter Control,1184.0,2014-01-07 11:33:01,19.733333333333334,False,True,True,11,Morning,2014-01-07
425149,2014-01-07 11:33:01,24,36.05014368,24.9003978,Mies,Minke,24.0,Security,Perimeter Control,3480.0,2014-01-07 12:31:01,58.0,False,True,True,11,Morning,2014-01-07
425176,2014-01-07 12:32:06,24,36.05444452,24.89994803,Mies,Minke,24.0,Security,Perimeter Control,5935.0,2014-01-07 14:11:01,98.91666666666667,False,True,True,12,Morning,2014-01-07
425327,2014-01-07 14:14:23,24,36.0480263,24.87957129,Mies,Minke,24.0,Security,Perimeter Control,13238.0,2014-01-07 17:55:01,220.63333333333333,False,True,True,14,Afternoon,2014-01-07
425560,2014-01-07 18:00:38,24,36.06246867,24.89887053,Mies,Minke,24.0,Security,Perimeter Control,50723.0,2014-01-08 08:06:01,845.3833333333333,False,True,True,18,Afternoon,2014-01-07
425707,2014-01-08 08:10:53,24,36.05402447,24.90125912,Mies,Minke,24.0,Security,Perimeter Control,668.0,2014-01-08 08:22:01,11.133333333333333,False,True,True,8,Morning,2014-01-08
425936,2014-01-08 08:27:12,24,36.04802688,24.8795736,Mies,Minke,24.0,Security,Perimeter Control,10369.0,2014-01-08 11:20:01,172.81666666666666,False,True,True,8,Morning,2014-01-08
426476,2014-01-08 11:32:32,24,36.08067742,24.84680108,Mies,Minke,24.0,Security,Perimeter Control,2189.0,2014-01-08 12:09:01,36.483333333333334,False,True,True,11,Morning,2014-01-08
427062,2014-01-08 12:23:51,24,36.05574938,24.90256404,Mies,Minke,24.0,Security,Perimeter Control,6070.0,2014-01-08 14:05:01,101.16666666666667,False,True,True,12,Morning,2014-01-08
427225,2014-01-08 14:08:42,24,36.04802871,24.87956769,Mies,Minke,24.0,Security,Perimeter Control,12919.0,2014-01-08 17:44:01,215.31666666666666,False,True,True,14,Afternoon,2014-01-08
427465,2014-01-08 17:49:38,24,36.06248461,24.89880261,Mies,Minke,24.0,Security,Perimeter Control,3023.0,2014-01-08 18:40:01,50.38333333333333,False,True,True,17,Afternoon,2014-01-08
427536,2014-01-08 18:42:23,24,36.05580509,24.90253209,Mies,Minke,24.0,Security,Perimeter Control,4178.0,2014-01-08 19:52:01,69.63333333333334,False,True,True,18,Afternoon,2014-01-08
427599,2014-01-08 19:54:21,24,36.06239871,24.89878202,Mies,Minke,24.0,Security,Perimeter Control,520.0,2014-01-08 20:03:01,8.666666666666666,False,True,True,19,Evening,2014-01-08
427600,2014-01-08 20:03:01,24,36.06245579,24.89885543,Mies,Minke,24.0,Security,Perimeter Control,10620.0,2014-01-08 23:00:01,177.0,False,True,True,20,Evening,2014-01-08
427799,2014-01-08 23:06:07,24,36.07218721,24.87463032,Mies,Minke,24.0,Security,Perimeter Control,2814.0,2014-01-08 23:53:01,46.9,False,False,False,23,Evening,2014-01-08
427800,2014-01-08 23:53:01,24,36.07213845,24.87458647,Mies,Minke,24.0,Security,Perimeter Control,13020.0,2014-01-09 03:30:01,217.0,False,False,False,23,Evening,2014-01-08
428174,2014-01-09 03:40:18,24,36.0625174,24.89878371,Mies,Minke,24.0,Security,Perimeter Control,10543.0,2014-01-09 06:36:01,175.71666666666667,False,False,False,3,Night,2014-01-09
428175,2014-01-09 06:36:01,24,36.06244323,24.89881931,Mies,Minke,24.0,Security,Perimeter Control,3960.0,2014-01-09 07:42:01,66.0,False,True,True,6,Morning,2014-01-09
428318,2014-01-09 07:46:53,24,36.05405677,24.90121708,Mies,Minke,24.0,Security,Perimeter Control,968.0,2014-01-09 08:03:01,16.133333333333333,False,True,True,7,Morning,2014-01-09
428535,2014-01-09 08:08:12,24,36.04802788,24.8795702,Mies,Minke,24.0,Security,Perimeter Control,11329.0,2014-01-09 11:17:01,188.81666666666666,False,True,True,8,Morning,2014-01-09
428753,2014-01-09 11:21:36,24,36.0589698,24.89285708,Mies,Minke,24.0,Security,Perimeter Control,4225.0,2014-01-09 12:32:01,70.41666666666667,False,True,True,11,Morning,2014-01-09
429180,2014-01-09 12:42:01,24,36.07667875,24.85764175,Mies,Minke,24.0,Security,Perimeter Control,4620.0,2014-01-09 13:59:01,77.0,False,True,True,12,Morning,2014-01-09
429621,2014-01-09 14:08:27,24,36.04802551,24.8795678,Mies,Minke,24.0,Security,Perimeter Control,12694.0,2014-01-09 17:40:01,211.56666666666666,False,True,True,14,Afternoon,2014-01-09
429851,2014-01-09 17:45:38,24,36.06242981,24.89882353,Mies,Minke,24.0,Security,Perimeter Control,4703.0,2014-01-09 19:04:01,78.38333333333334,False,True,True,17,Afternoon,2014-01-09
429922,2014-01-09 19:06:23,24,36.05579684,24.90246603,Mies,Minke,24.0,Security,Perimeter Control,7538.0,2014-01-09 21:12:01,125.63333333333334,False,True,True,19,Evening,2014-01-09
429985,2014-01-09 21:14:21,24,36.06240334,24.89881088,Mies,Minke,24.0,Security,Perimeter Control,460.0,2014-01-09 21:22:01,7.666666666666667,False,False,False,21,Evening,2014-01-09
429986,2014-01-09 21:22:01,24,36.06253028,24.89877175,Mies,Minke,24.0,Security,Perimeter Control,37680.0,2014-01-10 07:50:01,628.0,False,False,False,21,Evening,2014-01-09
430138,2014-01-10 07:54:53,24,36.05409276,24.90122299,Mies,Minke,24.0,Security,Perimeter Control,1448.0,2014-01-10 08:19:01,24.133333333333333,False,True,True,7,Morning,2014-01-10
430350,2014-01-10 08:24:12,24,36.04802818,24.87956612,Mies,Minke,24.0,Security,Perimeter Control,9949.0,2014-01-10 11:10:01,165.81666666666666,False,True,True,8,Morning,2014-01-10
430774,2014-01-10 11:21:02,24,36.06947925,24.84150235,Mies,Minke,24.0,Security,Perimeter Control,3539.0,2014-01-10 12:20:01,58.983333333333334,False,True,True,11,Morning,2014-01-10
430862,2014-01-10 12:22:38,24,36.06582226,24.85238063,Mies,Minke,24.0,Security,Perimeter Control,5603.0,2014-01-10 13:56:01,93.38333333333334,False,True,True,12,Morning,2014-01-10
431202,2014-01-10 14:04:26,24,36.04802118,24.879571,Mies,Minke,24.0,Security,Perimeter Control,13655.0,2014-01-10 17:52:01,227.58333333333334,False,True,True,14,Afternoon,2014-01-10
431434,2014-01-10 17:57:36,24,36.06241778,24.89878632,Mies,Minke,24.0,Security,Perimeter Control,265.0,2014-01-10 18:02:01,4.416666666666667,False,True,True,17,Afternoon,2014-01-10
431435,2014-01-10 18:02:01,24,36.06248188,24.8988305,Mies,Minke,24.0,Security,Perimeter Control,5100.0,2014-01-10 19:27:01,85.0,False,True,True,18,Afternoon,2014-01-10
431734,2014-01-10 19:35:32,24,36.06039628,24.85648014,Mies,Minke,24.0,Security,Perimeter Control,6929.0,2014-01-10 21:31:01,115.48333333333333,False,True,True,19,Evening,2014-01-10
432037,2014-01-10 21:39:31,24,36.06247975,24.89876082,Mies,Minke,24.0,Security,Perimeter Control,2430.0,2014-01-10 22:20:01,40.5,False,False,False,21,Evening,2014-01-10
432038,2014-01-10 22:20:01,24,36.06244821,24.89885075,Mies,Minke,24.0,Security,Perimeter Control,52440.0,2014-01-11 12:54:01,874.0,False,False,False,22,Evening,2014-01-10
432411,2014-01-11 13:03:00,24,36.0766436,24.85758078,Mies,Minke,24.0,Security,Perimeter Control,2161.0,2014-01-11 13:39:01,36.016666666666666,True,True,False,13,Afternoon,2014-01-11
432435,2014-01-11 13:39:32,24,36.07527994,24.85632576,Mies,Minke,24.0,Security,Perimeter Control,9209.0,2014-01-11 16:13:01,153.48333333333332,True,True,False,13,Afternoon,2014-01-11
432775,2014-01-11 16:22:02,24,36.06250277,24.89875574,Mies,Minke,24.0,Security,Perimeter Control,3719.0,2014-01-11 17:24:01,61.983333333333334,True,True,False,16,Afternoon,2014-01-11
432776,2014-01-11 17:24:01,24,36.06243228,24.89886904,Mies,Minke,24.0,Security,Perimeter Control,50880.0,2014-01-12 07:32:01,848.0,True,True,False,17,Afternoon,2014-01-11
432923,2014-01-13 07:36:53,24,36.05410745,24.90122638,Mies,Minke,24.0,Security,Perimeter Control,1808.0,2014-01-13 08:07:01,30.133333333333333,False,True,True,7,Morning,2014-01-13
433139,2014-01-13 08:12:12,24,36.04802587,24.87956837,Mies,Minke,24.0,Security,Perimeter Control,11029.0,2014-01-13 11:16:01,183.81666666666666,False,True,True,8,Morning,2014-01-13
433590,2014-01-13 11:25:25,24,36.07662575,24.85765248,Mies,Minke,24.0,Security,Perimeter Control,1236.0,2014-01-13 11:46:01,20.6,False,True,True,11,Morning,2014-01-13
433591,2014-01-13 11:46:01,24,36.07665736,24.85760713,Mies,Minke,24.0,Security,Perimeter Control,2700.0,2014-01-13 12:31:01,45.0,False,True,True,11,Morning,2014-01-13
433801,2014-01-13 12:35:15,24,36.06773951,24.87149642,Mies,Minke,24.0,Security,Perimeter Control,2806.0,2014-01-13 13:22:01,46.766666666666666,False,True,True,12,Morning,2014-01-13
434046,2014-01-13 13:27:14,24,36.04802258,24.87956795,Mies,Minke,24.0,Security,Perimeter Control,16187.0,2014-01-13 17:57:01,269.78333333333336,False,True,True,13,Afternoon,2014-01-13
434202,2014-01-13 18:00:30,24,36.05502518,24.90183124,Mies,Minke,24.0,Security,Perimeter Control,5311.0,2014-01-13 19:29:01,88.51666666666667,False,True,True,18,Afternoon,2014-01-13
434289,2014-01-13 19:31:35,24,36.06251342,24.89888007,Mies,Minke,24.0,Security,Perimeter Control,28106.0,2014-01-14 03:20:01,468.43333333333334,False,True,True,19,Evening,2014-01-13
434703,2014-01-14 03:31:36,24,36.07820987,24.87212965,Mies,Minke,24.0,Security,Perimeter Control,15325.0,2014-01-14 07:47:01,255.41666666666666,False,False,False,3,Night,2014-01-14
434927,2014-01-14 07:51:13,24,36.07334457,24.864200699999998,Mies,Minke,24.0,Security,Perimeter Control,1608.0,2014-01-14 08:18:01,26.8,False,True,True,7,Morning,2014-01-14
435560,2014-01-14 08:31:19,24,36.0480278,24.87956795,Mies,Minke,24.0,Security,Perimeter Control,10062.0,2014-01-14 11:19:01,167.7,False,True,True,8,Morning,2014-01-14
435769,2014-01-14 11:23:33,24,36.05903501,24.89267146,Mies,Minke,24.0,Security,Perimeter Control,1708.0,2014-01-14 11:52:01,28.466666666666665,False,True,True,11,Morning,2014-01-14
435770,2014-01-14 11:52:01,24,36.05894678,24.89277554,Mies,Minke,24.0,Security,Perimeter Control,1500.0,2014-01-14 12:17:01,25.0,False,True,True,11,Morning,2014-01-14
436094,2014-01-14 12:25:52,24,36.06344804,24.85100129,Mies,Minke,24.0,Security,Perimeter Control,5889.0,2014-01-14 14:04:01,98.15,False,True,True,12,Morning,2014-01-14
436430,2014-01-14 14:13:01,24,36.04803024,24.87957602,Mies,Minke,24.0,Security,Perimeter Control,12780.0,2014-01-14 17:46:01,213.0,False,True,True,14,Afternoon,2014-01-14
436663,2014-01-14 17:51:38,24,36.06246236,24.89879392,Mies,Minke,24.0,Security,Perimeter Control,3743.0,2014-01-14 18:54:01,62.38333333333333,False,True,True,17,Afternoon,2014-01-14
436727,2014-01-14 18:56:33,24,36.05503207,24.90176043,Mies,Minke,24.0,Security,Perimeter Control,328.0,2014-01-14 19:02:01,5.466666666666667,False,True,True,18,Afternoon,2014-01-14
436728,2014-01-14 19:02:01,24,36.05496541,24.90184161,Mies,Minke,24.0,Security,Perimeter Control,5940.0,2014-01-14 20:41:01,99.0,False,True,True,19,Evening,2014-01-14
436813,2014-01-14 20:43:35,24,36.06250881,24.89880864,Mies,Minke,24.0,Security,Perimeter Control,39566.0,2014-01-15 07:43:01,659.4333333333333,False,True,True,20,Evening,2014-01-14
436959,2014-01-15 07:47:53,24,36.05405278,24.90121596,Mies,Minke,24.0,Security,Perimeter Control,1028.0,2014-01-15 08:05:01,17.133333333333333,False,True,True,7,Morning,2014-01-15
437194,2014-01-15 08:10:12,24,36.048025700000004,24.87957309,Mies,Minke,24.0,Security,Perimeter Control,10969.0,2014-01-15 11:13:01,182.81666666666666,False,True,True,8,Morning,2014-01-15
437441,2014-01-15 11:18:57,24,36.06326325,24.90002328,Mies,Minke,24.0,Security,Perimeter Control,350.0,2014-01-15 11:24:47,5.833333333333333,False,True,True,11,Morning,2014-01-15
437442,2014-01-15 11:24:47,24,36.06313038,24.9001274,Mies,Minke,24.0,Security,Perimeter Control,3554.0,2014-01-15 12:24:01,59.233333333333334,False,True,True,11,Morning,2014-01-15
437791,2014-01-15 12:33:03,24,36.07665618,24.85761659,Mies,Minke,24.0,Security,Perimeter Control,5698.0,2014-01-15 14:08:01,94.96666666666667,False,True,True,12,Morning,2014-01-15
438237,2014-01-15 14:17:26,24,36.04802678,24.87956776,Mies,Minke,24.0,Security,Perimeter Control,395.0,2014-01-15 14:24:01,6.583333333333333,False,True,True,14,Afternoon,2014-01-15
438238,2014-01-15 14:24:01,24,36.04803233,24.87957132,Mies,Minke,24.0,Security,Perimeter Control,11400.0,2014-01-15 17:34:01,190.0,False,True,True,14,Afternoon,2014-01-15
438479,2014-01-15 17:39:38,24,36.06253473,24.89885892,Mies,Minke,24.0,Security,Perimeter Control,2603.0,2014-01-15 18:23:01,43.38333333333333,False,True,True,17,Afternoon,2014-01-15
438548,2014-01-15 18:25:23,24,36.05578583,24.90251568,Mies,Minke,24.0,Security,Perimeter Control,5438.0,2014-01-15 19:56:01,90.63333333333334,False,True,True,18,Afternoon,2014-01-15
438624,2014-01-15 19:58:23,24,36.06250017,24.89880646,Mies,Minke,24.0,Security,Perimeter Control,43118.0,2014-01-16 07:57:01,718.6333333333333,False,True,True,19,Evening,2014-01-15
438771,2014-01-16 08:01:53,24,36.054120399999995,24.90123105,Mies,Minke,24.0,Security,Perimeter Control,488.0,2014-01-16 08:10:01,8.133333333333333,False,True,True,8,Morning,2014-01-16
438996,2014-01-16 08:15:12,24,36.04803267,24.87956584,Mies,Minke,24.0,Security,Perimeter Control,10549.0,2014-01-16 11:11:01,175.81666666666666,False,True,True,8,Morning,2014-01-16
439409,2014-01-16 11:22:02,24,36.06950865,24.84158506,Mies,Minke,24.0,Security,Perimeter Control,4379.0,2014-01-16 12:35:01,72.98333333333333,False,True,True,11,Morning,2014-01-16
439554,2014-01-16 12:39:54,24,36.05981276,24.85801533,Mies,Minke,24.0,Security,Perimeter Control,16747.0,2014-01-16 17:19:01,279.1166666666667,False,True,True,12,Morning,2014-01-16
439819,2014-01-16 17:25:16,24,36.04802295,24.87957262,Mies,Minke,24.0,Security,Perimeter Control,1305.0,2014-01-16 17:47:01,21.75,False,True,True,17,Afternoon,2014-01-16
440052,2014-01-16 17:52:38,24,36.06247877,24.89887434,Mies,Minke,24.0,Security,Perimeter Control,5123.0,2014-01-16 19:18:01,85.38333333333334,False,True,True,17,Afternoon,2014-01-16
440382,2014-01-16 19:27:19,24,36.06325999,24.85231358,Mies,Minke,24.0,Security,Perimeter Control,3642.0,2014-01-16 20:28:01,60.7,False,True,True,19,Evening,2014-01-16
440716,2014-01-16 20:37:19,24,36.06253768,24.89879541,Mies,Minke,24.0,Security,Perimeter Control,38442.0,2014-01-17 07:18:01,640.7,False,True,True,20,Evening,2014-01-16
440876,2014-01-17 07:22:25,24,36.05464375,24.88978468,Mies,Minke,24.0,Security,Perimeter Control,3276.0,2014-01-17 08:17:01,54.6,False,True,True,7,Morning,2014-01-17
441127,2014-01-17 08:22:33,24,36.04802734,24.87956905,Mies,Minke,24.0,Security,Perimeter Control,14308.0,2014-01-17 12:21:01,238.46666666666667,False,True,True,8,Morning,2014-01-17
441277,2014-01-17 12:24:23,24,36.05451303,24.89991889,Mies,Minke,24.0,Security,Perimeter Control,5918.0,2014-01-17 14:03:01,98.63333333333334,False,True,True,12,Morning,2014-01-17
441425,2014-01-17 14:06:23,24,36.048030700000005,24.87957056,Mies,Minke,24.0,Security,Perimeter Control,11138.0,2014-01-17 17:12:01,185.63333333333333,False,True,True,14,Afternoon,2014-01-17
441931,2014-01-17 17:24:04,24,36.04803256,24.87957506,Mies,Minke,24.0,Security,Perimeter Control,1077.0,2014-01-17 17:42:01,17.95,False,True,True,17,Afternoon,2014-01-17
442167,2014-01-17 17:47:38,24,36.06249041,24.8987976,Mies,Minke,24.0,Security,Perimeter Control,3923.0,2014-01-17 18:53:01,65.38333333333334,False,True,True,17,Afternoon,2014-01-17
442228,2014-01-17 18:55:23,24,36.05572956,24.90250507,Mies,Minke,24.0,Security,Perimeter Control,8138.0,2014-01-17 21:11:01,135.63333333333333,False,True,True,18,Afternoon,2014-01-17
442305,2014-01-17 21:13:20,24,36.06238928,24.89872077,Mies,Minke,24.0,Security,Perimeter Control,221.0,2014-01-17 21:17:01,3.683333333333333,False,False,False,21,Evening,2014-01-17
442306,2014-01-17 21:17:01,24,36.06252687,24.89878798,Mies,Minke,24.0,Security,Perimeter Control,76920.0,2014-01-18 18:39:01,1282.0,False,False,False,21,Evening,2014-01-17
442385,2014-01-18 18:41:32,24,36.05451774,24.89993812,Mies,Minke,24.0,Security,Perimeter Control,3389.0,2014-01-18 19:38:01,56.483333333333334,True,True,False,18,Afternoon,2014-01-18
442460,2014-01-18 19:40:32,24,36.06245849,24.89885686,Mies,Minke,24.0,Security,Perimeter Control,61349.0,2014-01-19 12:43:01,1022.4833333333333,True,True,False,19,Evening,2014-01-18
442540,2014-01-19 12:45:32,24,36.05445671,24.89996688,Mies,Minke,24.0,Security,Perimeter Control,4229.0,2014-01-19 13:56:01,70.48333333333333,True,True,False,12,Morning,2014-01-19
442619,2014-01-19 13:58:30,24,36.06238357,24.8988211,Mies,Minke,24.0,Security,Perimeter Control,451.0,2014-01-19 14:06:01,7.516666666666667,True,True,False,13,Afternoon,2014-01-19
442620,2014-01-19 14:06:01,24,36.06247981,24.89877636,Mies,Minke,24.0,Security,Perimeter Control,15960.0,2014-01-19 18:32:01,266.0,True,True,False,14,Afternoon,2014-01-19
442685,2014-01-19 18:34:23,24,36.05583691,24.90254939,Mies,Minke,24.0,Security,Perimeter Control,7298.0,2014-01-19 20:36:01,121.63333333333334,True,True,False,18,Afternoon,2014-01-19
442849,2014-01-06 07:45:42,25,36.05466363,24.88983269,Herrero,Kanon,25.0,Engineering,Geologist,559.0,2014-01-06 07:55:01,9.316666666666666,False,True,True,7,Morning,2014-01-06
443114,2014-01-06 08:00:33,25,36.04802797,24.87956912,Herrero,Kanon,25.0,Engineering,Geologist,16288.0,2014-01-06 12:32:01,271.46666666666664,False,True,True,8,Morning,2014-01-06
443256,2014-01-06 12:35:23,25,36.05450305,24.89990027,Herrero,Kanon,25.0,Engineering,Geologist,5138.0,2014-01-06 14:01:01,85.63333333333334,False,True,True,12,Morning,2014-01-06
443394,2014-01-06 14:04:23,25,36.04802581,24.87956718,Herrero,Kanon,25.0,Engineering,Geologist,12878.0,2014-01-06 17:39:01,214.63333333333333,False,True,True,14,Afternoon,2014-01-06
443612,2014-01-06 17:43:42,25,36.05951334,24.89480022,Herrero,Kanon,25.0,Engineering,Geologist,4939.0,2014-01-06 19:06:01,82.31666666666666,False,True,True,17,Afternoon,2014-01-06
443673,2014-01-06 19:08:04,25,36.05493068,24.90178095,Herrero,Kanon,25.0,Engineering,Geologist,357.0,2014-01-06 19:14:01,5.95,False,True,True,19,Evening,2014-01-06
443674,2014-01-06 19:14:01,25,36.05493436,24.901773300000002,Herrero,Kanon,25.0,Engineering,Geologist,7800.0,2014-01-06 21:24:01,130.0,False,True,True,19,Evening,2014-01-06
